"Year","Age","Female","Male","Total","FemalePost","MalePost","Fem1","Mal1"
1971,"8",0.000296,0.000462,0.000381,79.0852698423124,73.3291690591034,79.0852698423124,73.3291690591034
1972,"8",0.000284,0.000475,0.000382,79.0844457579218,73.3944613357962,79.0844457579218,73.3944613357962
1973,"8",0.000269,0.000434,0.000354,79.0707440311346,73.3417334296018,79.0707440311346,73.3417334296018
1974,"8",0.000218,0.000422,0.000322,78.9010888460941,73.3512365732773,78.9010888460941,73.3512365732773
1975,"8",0.00022,0.00044,0.000333,78.9507824614296,73.4305483498935,78.9507824614296,73.4305483498935
1976,"8",0.000272,0.000418,0.000347,79.2035181131454,73.4167974192459,79.2035181131454,73.4167974192459
1977,"8",0.00024,0.000344,0.000293,79.1189161019636,73.2595000078344,79.1189161019636,73.2595000078344
1978,"8",0.000205,0.000353,0.000281,79.0018482895323,73.3228687711342,79.0018482895323,73.3228687711342
1979,"8",0.000232,0.000317,0.000275,79.1661368138324,73.2528448518181,79.1661368138324,73.2528448518181
1980,"8",0.000252,0.000317,0.000285,79.2893896614497,73.290387215558,79.2893896614497,73.290387215558
1981,"8",0.000148,0.000262,0.000206,78.7977339794746,73.1373723091817,78.7977339794746,73.1373723091817
1982,"8",0.00017,0.000278,0.000225,78.976881274533,73.2341912828512,78.976881274533,73.2341912828512
1983,"8",0.000163,0.000255,0.00021,78.9753941700617,73.1853760780589,78.9753941700617,73.1853760780589
1984,"8",0.000203,0.000239,0.000221,79.2354110800689,73.1581184485718,79.2354110800689,73.1581184485718
1985,"8",0.000169,0.00025,0.000211,79.0926649477224,73.2406581782425,79.0926649477224,73.2406581782425
1986,"8",0.000129,0.000222,0.000177,78.8631397689332,73.1594170059924,78.8631397689332,73.1594170059924
1987,"8",0.000156,0.000226,0.000192,79.0937445035933,73.2148169871323,79.0937445035933,73.2148169871323
1988,"8",0.000131,0.000146,0.000139,78.9596469513171,72.8154309733083,78.9596469513171,72.8154309733083
1989,"8",0.000144,0.000174,0.000159,79.0948240594642,73.0284220145544,79.0948240594642,73.0284220145544
1990,"8",0.000123,0.000184,0.000154,78.9777562470328,73.1218448366887,78.9777562470328,73.1218448366887
1991,"8",0.000158,0.000227,0.000193,79.2687280564596,73.369401460301,79.2687280564596,73.369401460301
1992,"8",0.000147,0.000212,0.000181,79.2371267419836,73.3385800812315,79.2371267419836,73.3385800812315
1993,"8",0.00012,0.000244,0.000184,79.0747470297591,73.5167043955926,79.0747470297591,73.5167043955926
1994,"8",0.000144,0.000151,0.000148,79.2976297183253,73.0743583708543,79.2976297183253,73.0743583708543
1995,"8",0.000121,0.000211,0.000167,79.1641680961182,73.4464790312553,79.1641680961182,73.4464790312553
1996,"8",0.000145,0.00018,0.000163,79.3856724247143,73.3251201124094,79.3856724247143,73.3251201124094
1997,"8",0.000143,0.000115,0.000129,79.4123444443258,72.9146377536223,79.4123444443258,72.9146377536223
1998,"8",0.000104,0.000131,0.000118,79.1344518449795,73.0824453122001,79.1344518449795,73.0824453122001
1999,"8",8.9e-05,7.4e-05,8.1e-05,79.0192584473425,72.548855445943,79.0192584473425,72.548855445943
2000,"8",9.6e-05,0.000181,0.00014,79.1355314008504,73.4808297477446,79.1355314008504,73.4808297477446
2001,"8",8.2e-05,0.000117,1e-04,79.018463588419,73.0820490150164,79.018463588419,73.0820490150164
2002,"8",9.6e-05,0.000171,0.000135,79.2166536643948,73.4990810004612,79.2166536643948,73.4990810004612
2003,"8",6.3e-05,0.000115,8.9e-05,78.8360013310907,73.1398919360617,78.8360013310907,73.1398919360617
2004,"8",7.7e-05,0.000102,9e-05,79.0772331583251,73.0574749847226,79.0772331583251,73.0574749847226
1950,"9",0.000635,0.000824,0.000731,76.4666469172701,69.2177440077936,76.4666469172701,69.2177440077936
1951,"9",0.000624,0.000784,0.000705,76.4883859518326,69.2034787772129,76.4883859518326,69.2034787772129
1952,"9",0.000597,0.000777,0.000688,76.4833663619416,69.2300063862085,76.4833663619416,69.2300063862085
1953,"9",0.000569,0.000785,0.00068,76.4745433477611,69.2757460326016,76.4745433477611,69.2757460326016
1954,"9",0.000487,0.000697,0.000594,76.3581407018031,69.1923440045581,76.3581407018031,69.1923440045581
1955,"9",0.000449,0.000656,0.000554,76.3161131315485,69.16721566172,76.3161131315485,69.16721566172
1956,"9",0.000507,0.000663,0.000587,76.4768149124832,69.2133261419402,76.4768149124832,69.2133261419402
1957,"9",0.000548,7e-04,0.000626,76.5937928609259,69.3031277657761,76.5937928609259,69.3031277657761
1958,"9",0.000428,0.000582,0.000507,76.3858544346454,69.1540141574424,76.3858544346454,69.1540141574424
1959,"9",0.000502,0.000589,0.000547,76.5845450238411,69.201466172341,76.5845450238411,69.201466172341
1960,"9",0.000355,0.000531,0.000445,76.2772763587106,69.1332982889097,76.2772763587106,69.1332982889097
1961,"9",0.000404,0.00053,0.000468,76.4457871122821,69.1669095531923,76.4457871122821,69.1669095531923
1962,"9",0.00037,0.000577,0.000476,76.397088905045,69.2873710921325,76.397088905045,69.2873710921325
1963,"9",0.000421,0.000537,0.00048,76.5654323981749,69.2510231991117,76.5654323981749,69.2510231991117
1964,"9",0.000293,0.000539,0.000418,76.2421858385954,69.2902369544902,76.2421858385954,69.2902369544902
1965,"9",0.000391,0.000484,0.000439,76.5699344546494,69.2181025692761,76.5699344546494,69.2181025692761
1966,"9",0.000291,0.000504,4e-04,76.3137638269214,69.2940902096092,76.3137638269214,69.2940902096092
1967,"9",0.000329,0.000395,0.000363,76.475711975601,69.0858959854174,76.475711975601,69.0858959854174
1968,"9",0.000291,0.00054,0.000419,76.3921911570929,69.4340756390529,76.3921911570929,69.4340756390529
1969,"9",0.000296,0.000463,0.000382,76.4484410093313,69.3157298325592,76.4484410093313,69.3157298325592
1970,"9",0.000257,0.000434,0.000348,76.3463713049882,69.2865435915517,76.3463713049882,69.2865435915517
1971,"9",0.00024,4e-04,0.000322,76.3171478085208,69.2404598835376,76.3171478085208,69.2404598835376
1972,"9",0.000258,0.000419,0.00034,76.4286821351862,69.3223625353301,76.4286821351862,69.3223625353301
1973,"9",0.000268,0.000437,0.000355,76.5059231958612,69.3999210894819,76.5059231958612,69.3999210894819
1974,"9",0.000232,0.000391,0.000313,76.4008872521024,69.3241917333501,76.4008872521024,69.3241917333501
1975,"9",0.000187,0.000393,0.000292,76.2244721623765,69.3647900642123,76.2244721623765,69.3647900642123
1976,"9",0.000182,0.000344,0.000265,76.2365838976845,69.2671183886948,76.2365838976845,69.2671183886948
1977,"9",0.000211,0.00037,0.000293,76.4236490091695,69.375476015938,76.4236490091695,69.375476015938
1978,"9",0.000175,0.000365,0.000272,76.2757905147027,69.3973666428606,76.2757905147027,69.3973666428606
1979,"9",2e-04,0.000324,0.000263,76.448535572413,69.3137090840488,76.448535572413,69.3137090840488
1980,"9",0.000265,0.000367,0.000317,76.769161696937,69.4738236952894,76.769161696937,69.4738236952894
1981,"9",0.000195,0.000309,0.000253,76.5016450946003,69.3372994031109,76.5016450946003,69.3372994031109
1982,"9",0.000186,0.00026,0.000224,76.4936058748355,69.2001360362071,76.4936058748355,69.2001360362071
1983,"9",0.000169,0.000253,0.000212,76.4369715811312,69.2083401728974,76.4369715811312,69.2083401728974
1984,"9",0.000133,0.000244,0.00019,76.2366356595157,69.2076151884415,76.2366356595157,69.2076151884415
1985,"9",0.000172,0.000219,0.000196,76.5329946731931,69.1350149719431,76.5329946731931,69.1350149719431
1986,"9",0.000142,0.000196,0.000169,76.3805409190667,69.0595541803355,76.3805409190667,69.0595541803355
1987,"9",0.00014,0.000192,0.000167,76.4055699491605,69.0744311721111,76.4055699491605,69.0744311721111
1988,"9",0.000132,0.000204,0.000169,76.3859431142234,69.1705520729059,76.3859431142234,69.1705520729059
1989,"9",0.000134,0.000189,0.000162,76.4401946566737,69.1296753730997,76.4401946566737,69.1296753730997
1990,"9",0.000143,0.000218,0.000181,76.5444131520685,69.3079196998075,76.5444131520685,69.3079196998075
1991,"9",8.7e-05,0.00017,0.000129,76.0866903055489,69.094719353047,76.0866903055489,69.094719353047
1992,"9",0.000118,0.000176,0.000148,76.4306804764458,69.1649011900133,76.4306804764458,69.1649011900133
1993,"9",0.000158,0.000212,0.000185,76.7618045500929,69.3864997486255,76.7618045500929,69.3864997486255
1994,"9",0.000142,0.000216,0.00018,76.694250239753,69.440688160616,76.694250239753,69.440688160616
1995,"9",0.000117,0.000119,0.000118,76.5398107820352,68.8800295250217,76.5398107820352,68.8800295250217
1996,"9",0.000151,0.000151,0.000151,76.8341303491382,69.1536821477035,76.8341303491382,69.1536821477035
1997,"9",9.8e-05,0.000154,0.000127,76.4410316560796,69.2088511922805,76.4410316560796,69.2088511922805
1998,"9",0.000139,0.000171,0.000155,76.8297517756255,69.3490584253479,76.8297517756255,69.3490584253479
1999,"9",8.5e-05,0.000123,0.000104,76.3771427640709,69.055075503196,76.3771427640709,69.055075503196
2000,"9",0.000129,0.000115,0.000122,76.833517577028,69.0233195551652,76.833517577028,69.0233195551652
2001,"9",8e-05,0.000142,0.000112,76.394945472426,69.2697107633816,76.394945472426,69.2697107633816
2002,"9",7.1e-05,0.000173,0.000123,76.3148123798793,69.5026715792564,76.3148123798793,69.5026715792564
2003,"9",6.5e-05,0.000108,8.7e-05,76.2657334378193,69.0670074908612,76.2657334378193,69.0670074908612
2004,"9",7.8e-05,8.8e-05,8.3e-05,76.4872686596991,68.8977093571936,76.4872686596991,68.8977093571936
1950,"10",0.00065,0.000804,0.000728,79.9722040968144,69.6809873311859,79.9722040968144,69.6809873311859
1951,"10",0.000568,0.000835,0.000704,79.8783645393622,69.7545536265148,79.8783645393622,69.7545536265148
1952,"10",0.000578,0.000734,0.000657,79.9368283760297,69.6613647699354,79.9368283760297,69.6613647699354
1953,"10",0.000526,0.000765,0.000648,79.8835671068114,69.7384654148045,79.8835671068114,69.7384654148045
1954,"10",0.000519,0.000676,0.000599,79.9111811639559,69.6505164966779,79.9111811639559,69.6505164966779
1955,"10",0.000463,0.000614,0.00054,79.8380157215925,69.5900521884391,79.8380157215925,69.5900521884391
1956,"10",0.000493,0.000619,0.000558,79.9418092282653,69.6338963726336,79.9418092282653,69.6338963726336
1957,"10",5e-04,0.000761,0.000633,79.9969195393611,69.8761582974677,79.9969195393611,69.8761582974677
1958,"10",0.000416,0.000562,0.000491,79.8540080879165,69.6087606291567,79.8540080879165,69.6087606291567
1959,"10",0.000382,0.000605,0.000496,79.8097548229781,69.7182210769509,79.8097548229781,69.7182210769509
1960,"10",0.000388,0.000586,0.00049,79.8663509407111,69.7220462481541,79.8663509407111,69.7220462481541
1961,"10",0.000416,0.000505,0.000461,79.9770422480655,69.6090187275095,79.9770422480655,69.6090187275095
1962,"10",0.000351,0.000522,0.000439,79.8481545979864,69.6778617257737,79.8481545979864,69.6778617257737
1963,"10",0.000375,0.000529,0.000454,79.9553057872072,69.7269164094064,79.9553057872072,69.7269164094064
1964,"10",0.00036,0.000497,0.00043,79.9554951794033,69.7002518433018,79.9554951794033,69.7002518433018
1965,"10",0.00032,0.000467,0.000395,79.8787235304632,69.673724914531,79.8787235304632,69.673724914531
1966,"10",0.000255,0.000405,0.000332,79.6926774665442,69.5670165636257,79.6926774665442,69.5670165636257
1967,"10",0.00032,0.00046,0.000392,79.9607463038958,69.7300898256593,79.9607463038958,69.7300898256593
1968,"10",0.000271,0.000479,0.000377,79.8355555156981,69.8062977732441,79.8355555156981,69.8062977732441
1969,"10",0.000259,0.000456,0.00036,79.8312761432342,69.7928238250046,79.8312761432342,69.7928238250046
1970,"10",0.00026,0.000403,0.000334,79.8761410992665,69.7050014170939,79.8761410992665,69.7050014170939
1971,"10",0.000245,0.000404,0.000327,79.8577290655121,69.7432135727654,79.8577290655121,69.7432135727654
1972,"10",0.000279,0.000374,0.000328,80.028694023505,69.7017883318758,80.028694023505,69.7017883318758
1973,"10",0.000289,0.000424,0.000358,80.1049203165124,69.8629998293503,80.1049203165124,69.8629998293503
1974,"10",0.000204,0.000329,0.000268,79.7976250089605,69.6450579645407,79.7976250089605,69.6450579645407
1975,"10",0.000216,0.000342,0.00028,79.8957948095168,69.719544790495,79.8957948095168,69.719544790495
1976,"10",0.000234,0.000349,0.000293,80.0168489039066,69.7755398152918,80.0168489039066,69.7755398152918
1977,"10",0.000204,0.00032,0.000263,79.9206591691095,69.7245227285402,79.9206591691095,69.7245227285402
1978,"10",0.000219,0.000331,0.000276,80.032622291798,69.7940539477805,80.032622291798,69.7940539477805
1979,"10",0.000232,0.000281,0.000257,80.1312993203642,69.6660240813942,80.1312993203642,69.6660240813942
1980,"10",0.000213,0.000292,0.000254,80.0868655011236,69.7401570539857,80.0868655011236,69.7401570539857
1981,"10",0.000168,0.000247,0.000208,79.8905487015337,69.6085254280024,79.8905487015337,69.6085254280024
1982,"10",0.000123,0.000258,0.000192,79.6197804642192,69.6878305159531,79.6197804642192,69.6878305159531
1983,"10",0.000146,0.000284,0.000217,79.8322141172714,69.8195790088497,79.8322141172714,69.8195790088497
1984,"10",0.000165,0.000228,0.000197,79.99556435618,69.6356842393,79.99556435618,69.6356842393
1985,"10",0.000167,0.000258,0.000214,80.0486240814125,69.7950320349241,80.0486240814125,69.7950320349241
1986,"10",0.000162,0.000237,2e-04,80.0592379909444,69.7458664307947,80.0592379909444,69.7458664307947
1987,"10",0.000158,0.000222,0.000191,80.0752480754553,69.7162175111888,80.0752480754553,69.7162175111888
1988,"10",0.000132,0.000156,0.000144,79.9364663517311,69.3991299762231,79.9364663517311,69.3991299762231
1989,"10",0.000111,0.000181,0.000147,79.8042060171733,69.5835048398964,79.8042060171733,69.5835048398964
1990,"10",0.000108,0.000195,0.000153,79.8178184297015,69.6937412068514,79.8178184297015,69.6937412068514
1991,"10",0.000115,0.000166,0.000141,79.9216307176569,69.5684632763012,79.9216307176569,69.5684632763012
1992,"10",0.000135,0.00021,0.000173,80.1229847544484,69.8393168583191,80.1229847544484,69.8393168583191
1993,"10",0.000152,0.000182,0.000168,80.2826018835726,69.7319498543355,80.2826018835726,69.7319498543355
1994,"10",0.000157,0.000167,0.000162,80.3559785547909,69.6816708193325,80.3559785547909,69.6816708193325
1995,"10",0.000105,0.000208,0.000158,79.9947044863164,69.936948926274,79.9947044863164,69.936948926274
1996,"10",0.000131,0.000143,0.000137,80.2569528460764,69.5979893164896,80.2569528460764,69.5979893164896
1997,"10",8.9e-05,0.000154,0.000122,79.9114032793237,69.7078311283004,79.9114032793237,69.7078311283004
1998,"10",0.000117,0.00015,0.000134,80.2259522311056,69.71724765964,80.2259522311056,69.71724765964
1999,"10",1e-04,0.000106,0.000103,80.1099598690122,69.4057852993129,80.1099598690122,69.4057852993129
2000,"10",6.6e-05,0.000118,9.2e-05,79.7354558117669,69.5487646693235,79.7354558117669,69.5487646693235
2001,"10",7.6e-05,0.000131,0.000104,79.9175457967431,69.689011207716,79.9175457967431,69.689011207716
2002,"10",0.000109,0.000134,0.000122,80.3191717254022,69.7473875241228,80.3191717254022,69.7473875241228
2003,"10",5.5e-05,0.000116,8.6e-05,79.6761684151219,69.6388717549352,79.6761684151219,69.6388717549352
2004,"10",5.3e-05,9.7e-05,7.5e-05,79.6801385301579,69.4957263819893,79.6801385301579,69.4957263819893
1950,"11",0.00065,0.000866,0.00076,73.994333865775,69.9614120310514,73.994333865775,69.9614120310514
1951,"11",0.000586,0.000827,0.000708,73.9286271047012,69.951209464708,73.9286271047012,69.951209464708
1952,"11",0.000534,0.000719,0.000628,73.8736489663233,69.8471437746008,73.8736489663233,69.8471437746008
1953,"11",0.000494,0.000668,0.000582,73.8337344567899,69.8094482376118,73.8337344567899,69.8094482376118
1954,"11",0.000459,0.000701,0.000582,73.7981949619013,69.8935455983052,73.7981949619013,69.8935455983052
1955,"11",0.000461,0.000638,0.000551,73.8404886070763,69.8352536418108,73.8404886070763,69.8352536418108
1956,"11",0.00047,0.000568,0.00052,73.8977690710226,69.7549144243826,73.8977690710226,69.7549144243826
1957,"11",0.000539,0.000689,0.000615,74.0726977594664,69.9839119238705,74.0726977594664,69.9839119238705
1958,"11",0.000392,0.000543,0.000469,73.7921898405867,69.7816576199862,73.7921898405867,69.7816576199862
1959,"11",0.000434,0.000566,0.000501,73.9319183471355,69.8590200254508,73.9319183471355,69.8590200254508
1960,"11",0.00037,0.000532,0.000453,73.8103226309122,69.8329470837847,73.8103226309122,69.8329470837847
1961,"11",0.000351,0.000622,0.00049,73.7955516609787,70.0251213343776,73.7955516609787,70.0251213343776
1962,"11",0.000395,0.000479,0.000438,73.9515970146528,69.7997594862448,73.9515970146528,69.7997594862448
1963,"11",0.000426,0.000543,0.000486,74.0650964082599,69.9610458559632,74.0650964082599,69.9610458559632
1964,"11",0.000345,0.000488,0.000418,73.8921472912607,69.8901295890778,73.8921472912607,69.8901295890778
1965,"11",0.000327,0.000429,0.000379,73.8765088573655,69.7971487493481,73.8765088573655,69.7971487493481
1966,"11",0.000293,0.000487,0.000392,73.8046671077242,69.9598336006981,73.8046671077242,69.9598336006981
1967,"11",0.000322,0.000473,0.000399,73.9369918564904,69.9665425133029,73.9369918564904,69.9665425133029
1968,"11",0.000276,0.000432,0.000356,73.820786988902,69.9117503602505,73.820786988902,69.9117503602505
1969,"11",0.000276,0.000402,0.00034,73.8587328011408,69.8756545078208,73.8587328011408,69.8756545078208
1970,"11",0.00025,0.00043,0.000342,73.7977386655248,69.9788652750848,73.7977386655248,69.9788652750848
1971,"11",0.000248,0.000409,0.000331,73.8276523060664,69.9646728696354,73.8276523060664,69.9646728696354
1972,"11",0.000279,0.000414,0.000349,73.9833811539616,70.0127013346133,73.9833811539616,70.0127013346133
1973,"11",0.000237,0.000432,0.000337,73.8581753255142,70.0911385962275,73.8581753255142,70.0911385962275
1974,"11",0.000248,0.000354,0.000302,73.9414897427829,69.9278875683126,73.9414897427829,69.9278875683126
1975,"11",0.000263,0.000308,0.000286,74.0381608410346,69.8245680853478,74.0381608410346,69.8245680853478
1976,"11",0.000237,0.000389,0.000315,73.9720127622308,70.0939252931881,73.9720127622308,70.0939252931881
1977,"11",0.000216,0.000394,0.000307,73.9171768410187,70.142574506063,73.9171768410187,70.142574506063
1978,"11",0.000166,0.000376,0.000273,73.69183203393,70.1316903873503,73.69183203393,70.1316903873503
1979,"11",0.000263,0.000339,0.000302,74.18994408999,70.0639789985363,74.18994408999,70.0639789985363
1980,"11",0.000249,0.000365,0.000308,74.1731887665158,70.1737538919338,74.1731887665158,70.1737538919338
1981,"11",0.000162,0.000257,0.000211,73.7812780175224,69.8588102704419,73.7812780175224,69.8588102704419
1982,"11",0.000182,0.00025,0.000216,73.9356341816056,69.8670727506043,73.9356341816056,69.8670727506043
1983,"11",0.000137,0.000303,0.000222,73.6895542325958,70.0952222854469,73.6895542325958,70.0952222854469
1984,"11",0.000164,0.000249,0.000208,73.9073855468308,69.9348200235976,73.9073855468308,69.9348200235976
1985,"11",0.000141,0.000247,0.000195,73.7942248216236,69.9626331109563,73.7942248216236,69.9626331109563
1986,"11",0.00016,0.000253,0.000208,73.9585845587181,70.0225119102513,73.9585845587181,70.0225119102513
1987,"11",0.000147,0.000173,0.00016,73.9117891425019,69.6782916632169,73.9117891425019,69.6782916632169
1988,"11",0.000142,0.000198,0.000171,73.9151294255633,69.8491447466091,73.9151294255633,69.8491447466091
1989,"11",0.000114,0.000197,0.000157,73.7334466285954,69.879959091848,73.7334466285954,69.879959091848
1990,"11",0.000132,0.000184,0.000159,73.9179959150261,69.8475687679144,73.9179959150261,69.8475687679144
1991,"11",0.000141,0.000196,0.000169,74.0218996950567,69.9466253167313,74.0218996950567,69.9466253167313
1992,"11",0.000152,0.000183,0.000168,74.1349661377637,69.9138744575376,74.1349661377637,69.9138744575376
1993,"11",0.000165,0.000232,0.000199,74.2549769030569,70.1870033235579,74.2549769030569,70.1870033235579
1994,"11",0.000142,0.000135,0.000138,74.1428042989964,69.6814183775255,74.1428042989964,69.6814183775255
1995,"11",0.000121,0.000194,0.000158,74.0207135992308,70.0798794053458,74.0207135992308,70.0798794053458
1996,"11",0.00013,0.000203,0.000168,74.1304033163285,70.1611048725196,74.1304033163285,70.1611048725196
1997,"11",0.000134,0.000217,0.000176,74.1986544780627,70.2636738942137,74.1986544780627,70.2636738942137
1998,"11",0.000115,0.000182,0.000149,74.0836926187138,70.1236608749455,74.0836926187138,70.1236608749455
1999,"11",9.7e-05,0.000152,0.000125,73.9514172810928,69.9794123559104,73.9514172810928,69.9794123559104
2000,"11",0.000155,0.000144,0.000149,74.4580772317476,69.9612227818355,74.4580772317476,69.9612227818355
2001,"11",8.7e-05,0.000172,0.00013,73.9185060457218,70.1747816062684,73.9185060457218,70.1747816062684
2002,"11",8.7e-05,0.000106,9.7e-05,73.9564518579606,69.7266038707624,73.9564518579606,69.7266038707624
2003,"11",8.7e-05,0.000116,0.000102,73.9943976701995,69.8526326149521,73.9943976701995,69.8526326149521
2004,"11",0.000121,0.000101,0.000111,74.3622259093805,69.7500405878824,74.3622259093805,69.7500405878824
1950,"12",0.000664,0.000789,0.000728,72.3918328978778,62.0485505051822,72.3918328978778,62.0485505051822
1951,"12",0.000614,0.000842,0.00073,72.3506696934193,62.1453839680685,72.3506696934193,62.1453839680685
1952,"12",0.000598,0.000764,0.000682,72.3613895360935,62.0799915124825,72.3613895360935,62.0799915124825
1953,"12",0.000539,7e-04,0.00062,72.2946383699225,62.0243238278492,72.2946383699225,62.0243238278492
1954,"12",0.00048,0.000674,0.000578,72.2158329197862,62.018293373208,72.2158329197862,62.018293373208
1955,"12",0.000442,0.000752,0.000599,72.1704807148326,62.1596193557353,72.1704807148326,62.1596193557353
1956,"12",0.000465,0.000698,0.000583,72.258332255213,62.1169219040377,72.258332255213,62.1169219040377
1957,"12",0.000496,0.000687,0.000593,72.3599947932213,62.1328568629875,72.3599947932213,62.1328568629875
1958,"12",0.000411,0.000672,0.000544,72.2091360978633,62.1426006807782,72.2091360978633,62.1426006807782
1959,"12",0.000442,0.000626,0.000536,72.3189767823155,62.1035124808449,72.3189767823155,62.1035124808449
1960,"12",0.000355,0.000605,0.000483,72.1369087065839,62.1012103372655,72.1369087065839,62.1012103372655
1961,"12",0.000406,0.000587,0.000499,72.3082680935809,62.1028264685526,72.3082680935809,62.1028264685526
1962,"12",0.000414,0.000541,0.00048,72.3649049246752,62.0530406970608,72.3649049246752,62.0530406970608
1963,"12",0.000442,0.000522,0.000483,72.4674728497983,62.0491087755868,72.4674728497983,62.0491087755868
1964,"12",0.000326,0.000575,0.000453,72.200184365958,62.1776309979914,72.200184365958,62.1776309979914
1965,"12",0.000334,0.000508,0.000422,72.2615519944387,62.0855621742623,72.2615519944387,62.0855621742623
1966,"12",0.000295,0.00051,0.000404,72.1745103746725,62.1213112218921,72.1745103746725,62.1213112218921
1967,"12",0.000238,0.000538,0.00039,71.9969297088749,62.2065788258253,71.9969297088749,62.2065788258253
1968,"12",0.000328,0.000472,0.000402,72.3547966604583,62.1075190207389,72.3547966604583,62.1075190207389
1969,"12",0.000318,0.000423,0.000372,72.360958451725,62.0297319836895,72.360958451725,62.0297319836895
1970,"12",0.000295,0.000473,0.000386,72.3230064421554,62.173274962625,72.3230064421554,62.173274962625
1971,"12",0.000287,0.000428,0.000359,72.3326373184459,62.1051225392047,72.3326373184459,62.1051225392047
1972,"12",3e-04,0.000393,0.000348,72.4140615942132,62.051628724982,72.4140615942132,62.051628724982
1973,"12",0.000296,0.000422,0.000361,72.4377625907517,62.1546441966386,72.4377625907517,62.1546441966386
1974,"12",0.000251,0.000414,0.000334,72.3099800924301,62.1673246259177,72.3099800924301,62.1673246259177
1975,"12",0.000247,0.000415,0.000333,72.3310395067971,62.2015569418129,72.3310395067971,62.2015569418129
1976,"12",0.000251,0.000391,0.000323,72.3842281261716,62.1738057510574,72.3842281261716,62.1738057510574
1977,"12",0.000241,0.000346,0.000294,72.3806961374011,62.0833567356196,72.3806961374011,62.0833567356196
1978,"12",0.000224,0.000315,0.00027,72.3446692726362,62.0213103688774,72.3446692726362,62.0213103688774
1979,"12",0.00022,0.000327,0.000275,72.3637747840043,62.0905176704388,72.3637747840043,62.0905176704388
1980,"12",0.000242,0.000366,0.000305,72.4962089806793,62.2350106024328,72.4962089806793,62.2350106024328
1981,"12",0.000181,0.000274,0.000229,72.2428923026591,61.9773251449093,72.2428923026591,61.9773251449093
1982,"12",0.000197,0.000288,0.000244,72.364723017002,62.058977288147,72.364723017002,62.058977288147
1983,"12",0.000175,0.000318,0.000248,72.2834292790582,62.1898879602811,72.2834292790582,62.1898879602811
1984,"12",0.000165,0.000232,0.000199,72.261712795906,61.9063937186571,72.261712795906,61.9063937186571
1985,"12",0.000197,0.000256,0.000227,72.4760950676141,62.0366535609602,72.4760950676141,62.0366535609602
1986,"12",0.000126,0.000199,0.000163,72.0662972626983,61.8166007106949,72.0662972626983,61.8166007106949
1987,"12",0.000155,0.000242,0.000199,72.3105644895368,62.044053381617,72.3105644895368,62.044053381617
1988,"12",0.000175,0.000234,0.000205,72.4690493634118,62.0422565403078,72.4690493634118,62.0422565403078
1989,"12",0.00012,0.00023,0.000176,72.128879149141,62.0568345033631,72.128879149141,62.0568345033631
1990,"12",0.000129,0.000228,0.000179,72.2383238275913,62.0799205928842,72.2383238275913,62.0799205928842
1991,"12",0.000163,0.000191,0.000177,72.5093856409071,61.9346681614663,72.5093856409071,61.9346681614663
1992,"12",0.000216,2e-04,0.000208,72.8280378646552,62.0125318694575,72.8280378646552,62.0125318694575
1993,"12",0.000138,0.000208,0.000174,72.417137158999,62.0835723521006,72.417137158999,62.0835723521006
1994,"12",0.000138,0.000183,0.000161,72.4542611758697,61.9873401947306,72.4542611758697,61.9873401947306
1995,"12",0.000128,0.000214,0.000172,72.4161617715028,62.1756498264008,72.4161617715028,62.1756498264008
1996,"12",0.000149,0.000186,0.000168,72.6052018303994,62.067240254582,72.6052018303994,62.067240254582
1997,"12",0.000115,0.000168,0.000142,72.3833116696879,61.9972773297619,72.3833116696879,61.9972773297619
1998,"12",0.000122,0.000194,0.000159,72.4795246029286,62.1729912789118,72.4795246029286,62.1729912789118
1999,"12",0.000164,0.000155,0.000159,72.8124940028902,61.9803780062576,72.8124940028902,61.9803780062576
2000,"12",0.000152,0.000183,0.000168,72.773632112783,62.1782588116696,72.773632112783,62.1782588116696
2001,"12",0.000125,0.000115,0.00012,72.6151893461097,61.7455245566812,72.6151893461097,61.7455245566812
2002,"12",0.000148,0.000147,0.000147,72.8212118994423,62.0228447845866,72.8212118994423,62.0228447845866
2003,"12",7.9e-05,0.00014,0.00011,72.2305714950159,62.005874389907,72.2305714950159,62.005874389907
2004,"12",4.3e-05,0.000115,8e-05,71.6594477751131,61.8409838651508,71.6594477751131,61.8409838651508
1950,"13",0.000739,0.000819,0.00078,75.5056926974672,54.6771812067307,75.5056926974672,54.6771812067307
1951,"13",0.000748,0.000867,0.000808,75.5565186225434,54.7621756797642,75.5565186225434,54.7621756797642
1952,"13",0.00061,0.000839,0.000726,75.3912954697863,54.7573869895569,75.3912954697863,54.7573869895569
1953,"13",0.000516,0.000781,0.00065,75.2626641461505,54.7137910130354,75.2626641461505,54.7137910130354
1954,"13",0.00049,0.000769,0.000631,75.2496836398236,54.7263464128073,75.2496836398236,54.7263464128073
1955,"13",0.000512,0.000774,0.000644,75.3323237418084,54.7608668969974,75.3323237418084,54.7608668969974
1956,"13",0.000444,0.000721,0.000584,75.2285445472511,54.7179737407987,75.2285445472511,54.7179737407987
1957,"13",0.000529,0.000729,0.000631,75.4424292847272,54.7570479156284,75.4424292847272,54.7570479156284
1958,"13",0.000395,0.000658,0.000529,75.18904748582,54.6826186950511,75.18904748582,54.6826186950511
1959,"13",0.000417,0.000695,0.000558,75.2819688107676,54.7653651893966,75.2819688107676,54.7653651893966
