"Year","Age","Female","Male","Total"
1950,"0",6.1759,7.1679,0.066844
1950,"1",1.1354,1.1177,0.011264
1950,"2",0.3606,0.3956,0.003785
1950,"3",0.2099,0.2341,0.002223
1950,"4",0.1603,0.1602,0.001603
1950,"5",0.1107,0.1412,0.001263
1950,"6",0.0963,0.1148,0.001057
1950,"7",0.087,0.1026,0.00095
1950,"8",0.07,0.09,0.000802
1950,"9",0.0635,0.0824,0.000731
1950,"10",0.065,0.0804,0.000728
1950,"11",0.065,0.0866,0.00076
1950,"12",0.0664,0.0789,0.000728
1950,"13",0.0739,0.0819,0.00078
1950,"14",0.0797,0.0893,0.000845
1950,"15",0.079,0.1121,0.000957
1950,"16",0.0947,0.1231,0.00109
1950,"17",0.104,0.1332,0.001187
1950,"18",0.1119,0.1472,0.001296
1950,"19",0.1222,0.1577,0.001401
1950,"20",0.1226,0.1651,0.00144
1950,"21",0.1405,0.1771,0.001589
1950,"22",0.1283,0.1944,0.001613
1950,"23",0.148,0.2114,0.001794
1950,"24",0.1453,0.1906,0.001676
1950,"25",0.1545,0.1958,0.001747
1950,"26",0.1605,0.2069,0.001831
1950,"27",0.168,0.2036,0.001852
1950,"28",0.1747,0.2051,0.001893
1950,"29",0.1785,0.2075,0.001924
1950,"30",0.174,0.2337,0.002026
1950,"31",0.177,0.2266,0.002008
1950,"32",0.1702,0.2402,0.002037
1950,"33",0.1942,0.2293,0.002111
1950,"34",0.2081,0.2459,0.002263
1950,"35",0.2033,0.2659,0.002333
1950,"36",0.2216,0.2624,0.00241
1950,"37",0.23,0.2983,0.002625
1950,"38",0.2384,0.3239,0.002789
1950,"39",0.2495,0.3541,0.002994
1950,"40",0.2844,0.3581,0.0032
1950,"41",0.2809,0.3911,0.003344
1950,"42",0.302,0.4376,0.003676
1950,"43",0.3072,0.4644,0.003833
1950,"44",0.3506,0.526,0.004355
1950,"45",0.3743,0.5801,0.004737
1950,"46",0.3848,0.6392,0.005073
1950,"47",0.4078,0.6284,0.005138
1950,"48",0.4591,0.6994,0.005745
1950,"49",0.4873,0.822,0.006469
1950,"50",0.5075,0.8433,0.006657
1950,"51",0.5522,0.9164,0.007215
1950,"52",0.6469,1.0181,0.008168
1950,"53",0.6715,1.0943,0.008615
1950,"54",0.7314,1.1875,0.009327
1950,"55",0.7971,1.2662,0.010035
1950,"56",0.8679,1.3518,0.010831
1950,"57",0.9442,1.4885,0.011881
1950,"58",0.9935,1.5694,0.012522
1950,"59",1.1302,1.7007,0.013848
1950,"60",1.2247,1.8401,0.014981
1950,"61",1.313,1.918,0.015818
1950,"62",1.5422,2.1318,0.018044
1950,"63",1.6639,2.3463,0.019685
1950,"64",1.827,2.4312,0.020968
1950,"65",2.1394,2.7697,0.024224
1950,"66",2.373,2.9191,0.026199
1950,"67",2.5585,3.1312,0.028189
1950,"68",2.9998,3.6116,0.032801
1950,"69",3.1837,3.7984,0.034651
1950,"70",3.6627,4.3661,0.03986
1950,"71",4.1336,4.845,0.044639
1950,"72",4.6679,5.3672,0.049927
1950,"73",5.2821,5.912,0.055745
1950,"74",5.8883,6.781,0.063008
1950,"75",6.3378,7.0667,0.066722
1950,"76",7.1239,8.2228,0.076257
1950,"77",8.1025,9.1425,0.085782
1950,"78",8.8359,9.9453,0.093422
1950,"79",9.5635,10.7982,0.101202
1950,"80",11.3434,12.5682,0.118932
1950,"81",11.7742,13.3628,0.124839
1950,"82",13.5059,14.8488,0.141031
1950,"83",14.5355,15.9499,0.151607
1950,"84",16.3118,18.6608,0.17342
1950,"85",17.4251,19.6097,0.183765
1950,"86",18.8547,21.6637,0.200534
1950,"87",20.9047,23.1784,0.218552
1950,"88",21.8128,26.9425,0.239147
1950,"89",23.7824,27.886,0.254224
1950,"90",27.4537,32.3798,0.293849
1950,"100",78.3325,9.3794,0.629151
1950,"101",81.5644,84.0572,0.822419
1950,"102",87.2455,64.69,0.809717
1950,"103",43.2277,111.5242,0.54315
1950,"104",46.5839,0,0.420757
1950,"105",0,NA,0
1950,"106",0,NA,0
1950,"107",NA,NA,NA
1950,"108",NA,NA,NA
1950,"109",NA,NA,NA
1950,"110+",NA,NA,NA
1951,"0",6.2706,7.2072,0.067505
1951,"1",1.1057,1.1021,0.011039
1951,"2",0.3404,0.3562,0.003485
1951,"3",0.1982,0.2158,0.002072
1951,"4",0.1515,0.1575,0.001546
1951,"5",0.1075,0.1275,0.001178
1951,"6",0.0912,0.1071,0.000993
1951,"7",0.0847,0.0935,0.000892
1951,"8",0.0679,0.0886,0.000784
1951,"9",0.0624,0.0784,0.000705
1951,"10",0.0568,0.0835,0.000704
1951,"11",0.0586,0.0827,0.000708
1951,"12",0.0614,0.0842,0.00073
1951,"13",0.0748,0.0867,0.000808
1951,"14",0.072,0.0885,0.000803
1951,"15",0.086,0.1002,0.000932
1951,"16",0.097,0.1211,0.001091
1951,"17",0.096,0.134,0.001152
1951,"18",0.1039,0.1461,0.001251
1951,"19",0.1091,0.1542,0.001317
1951,"20",0.1232,0.1482,0.001357
1951,"21",0.1286,0.1696,0.001492
1951,"22",0.1423,0.164,0.001532
1951,"23",0.1493,0.1768,0.00163
1951,"24",0.1429,0.1983,0.001702
1951,"25",0.1493,0.1903,0.001694
1951,"26",0.1603,0.1953,0.001774
1951,"27",0.1623,0.2108,0.001858
1951,"28",0.1646,0.2173,0.001899
1951,"29",0.1558,0.207,0.001802
1951,"30",0.1722,0.2203,0.001952
1951,"31",0.1807,0.228,0.002034
1951,"32",0.2011,0.2262,0.002131
1951,"33",0.1839,0.2349,0.002083
1951,"34",0.2004,0.2434,0.002211
1951,"35",0.2005,0.2566,0.002275
1951,"36",0.2114,0.2807,0.002446
1951,"37",0.2263,0.2865,0.002552
1951,"38",0.2264,0.3129,0.002679
1951,"39",0.2525,0.3305,0.002899
1951,"40",0.2617,0.3401,0.002997
1951,"41",0.272,0.4069,0.003378
1951,"42",0.3082,0.4244,0.003648
1951,"43",0.3154,0.4853,0.00398
1951,"44",0.3329,0.5209,0.004242
1951,"45",0.3813,0.5475,0.004621
1951,"46",0.3779,0.6329,0.005015
1951,"47",0.4364,0.6906,0.005592
1951,"48",0.4692,0.7721,0.006153
1951,"49",0.4857,0.8197,0.006466
1951,"50",0.5333,0.886,0.007019
1951,"51",0.5721,0.9486,0.007498
1951,"52",0.6344,1.0403,0.008235
1951,"53",0.6613,1.1364,0.008792
1951,"54",0.721,1.2274,0.009489
1951,"55",0.7902,1.2295,0.009842
1951,"56",0.8506,1.4611,0.011193
1951,"57",0.9813,1.5321,0.012262
1951,"58",1.0578,1.6876,0.013404
1951,"59",1.1567,1.8073,0.014491
1951,"60",1.2658,1.8652,0.015332
1951,"61",1.3696,2.067,0.016788
1951,"62",1.5517,2.2541,0.018636
1951,"63",1.6903,2.3992,0.020047
1951,"64",1.9851,2.5983,0.022584
1951,"65",2.1736,2.8667,0.024824
1951,"66",2.4093,3.0544,0.026984
1951,"67",2.7926,3.4814,0.031035
1951,"68",2.989,3.7673,0.033426
1951,"69",3.5671,4.4015,0.039486
1951,"70",3.783,4.5387,0.041281
1951,"71",4.2675,5.3431,0.047606
1951,"72",5.0514,5.875,0.054329
1951,"73",5.5299,6.4105,0.059379
1951,"74",6.1575,7.3448,0.06707
1951,"75",7.1972,8.3774,0.077403
1951,"76",7.6479,8.7374,0.081451
1951,"77",8.7189,9.6099,0.091244
1951,"78",9.9866,11.2266,0.105515
1951,"79",10.903,12.0653,0.114308
1951,"80",11.8118,13.2318,0.124513
1951,"81",13.6559,15.3805,0.144236
1951,"82",14.4126,16.265,0.152323
1951,"83",16.0419,18.8248,0.172675
1951,"84",18.1262,19.7212,0.188227
1951,"85",19.5519,22.7065,0.209183
1951,"86",21.8516,24.283,0.228946
1951,"87",23.2007,27.5722,0.250362
1951,"88",25.1132,28.8569,0.266419
1951,"89",26.6427,31.8923,0.287353
1951,"90",29.1881,32.7928,0.305853
1951,"100",76.3693,87.4423,0.791011
1951,"101",43.9698,91.8555,0.56171
1951,"102",44.8682,164.271,0.704846
1951,"103",42.2982,134.5291,0.548279
1951,"104",80.8625,410.9589,1.104294
1951,"105",80.2139,NA,0.802139
1951,"106",133.9286,NA,1.339286
1951,"107",0,NA,0
1951,"108",NA,NA,NA
1951,"109",NA,NA,NA
1951,"110+",NA,NA,NA
1952,"0",6.1073,7.0519,0.065909
1952,"1",1.0383,0.9749,0.010058
1952,"2",0.3311,0.3497,0.003406
1952,"3",0.1834,0.212,0.00198
1952,"4",0.1438,0.1603,0.001522
1952,"5",0.1101,0.1258,0.001181
1952,"6",0.0837,0.108,0.000962
1952,"7",0.073,0.0889,0.000811
1952,"8",0.0644,0.0854,0.000751
1952,"9",0.0597,0.0777,0.000688
1952,"10",0.0578,0.0734,0.000657
1952,"11",0.0534,0.0719,0.000628
1952,"12",0.0598,0.0764,0.000682
1952,"13",0.061,0.0839,0.000726
1952,"14",0.0691,0.0811,0.000751
1952,"15",0.0632,0.0974,0.000804
1952,"16",0.0772,0.1178,0.000976
1952,"17",0.0768,0.1257,0.001013
1952,"18",0.0833,0.1306,0.001071
1952,"19",0.0903,0.1386,0.001145
1952,"20",0.0974,0.1464,0.001219
1952,"21",0.0981,0.1577,0.001279
1952,"22",0.1129,0.1619,0.001375
1952,"23",0.1098,0.1608,0.001352
1952,"24",0.1112,0.1764,0.001435
1952,"25",0.1216,0.1579,0.001394
1952,"26",0.1257,0.1773,0.001509
1952,"27",0.1263,0.1753,0.001502
1952,"28",0.1299,0.1919,0.001599
1952,"29",0.1447,0.1845,0.001638
1952,"30",0.1543,0.1827,0.001678
1952,"31",0.1622,0.2064,0.001833
1952,"32",0.1597,0.2067,0.001822
1952,"33",0.1709,0.2093,0.001892
1952,"34",0.1629,0.2204,0.001903
1952,"35",0.1826,0.2398,0.0021
1952,"36",0.1845,0.2599,0.002207
1952,"37",0.1975,0.2573,0.002263
1952,"38",0.2114,0.2707,0.002401
1952,"39",0.2383,0.3052,0.002707
1952,"40",0.2435,0.3122,0.00277
1952,"41",0.2466,0.3529,0.002985
1952,"42",0.2819,0.3767,0.003283
1952,"43",0.2847,0.4301,0.003557
1952,"44",0.3374,0.4813,0.004076
1952,"45",0.3597,0.5465,0.004507
1952,"46",0.3625,0.5698,0.004635
1952,"47",0.3984,0.6417,0.005166
1952,"48",0.4337,0.7082,0.005665
1952,"49",0.4873,0.7724,0.006251
1952,"50",0.5089,0.8469,0.00672
1952,"51",0.5575,0.9388,0.0074
1952,"52",0.5949,1.0041,0.007884
1952,"53",0.6182,1.0833,0.008352
1952,"54",0.7536,1.1699,0.009447
1952,"55",0.7742,1.3027,0.010122
1952,"56",0.8415,1.405,0.010904
1952,"57",0.964,1.5006,0.012002
1952,"58",1.0246,1.6779,0.013154
1952,"59",1.1424,1.802,0.014383
1952,"60",1.2507,1.9382,0.015595
1952,"61",1.3508,2.0643,0.016683
1952,"62",1.5624,2.2172,0.018525
1952,"63",1.6483,2.4441,0.020006
1952,"64",1.8748,2.621,0.022052
1952,"65",2.1887,2.925,0.02516
1952,"66",2.3871,3.1723,0.027362
1952,"67",2.6597,3.4522,0.03014
1952,"68",2.9945,3.8044,0.033592
1952,"69",3.2835,4.0171,0.036159
1952,"70",3.9351,4.7419,0.043029
1952,"71",4.0899,4.9418,0.044775
1952,"72",4.8424,5.6814,0.05226
1952,"73",5.4833,6.5769,0.05988
1952,"74",6.0983,6.9439,0.064886
1952,"75",6.9168,7.9605,0.073976
1952,"76",7.7381,9.1833,0.083989
1952,"77",8.2146,9.6889,0.088838
1952,"78",9.5666,10.7963,0.101231
1952,"79",11.187,12.5309,0.117963
1952,"80",11.796,13.3945,0.125169
1952,"81",13.1217,15.1725,0.140367
1952,"82",15.1063,17.1385,0.160011
1952,"83",15.8392,17.8086,0.167003
1952,"84",17.9314,20.0054,0.18834
1952,"85",20.0674,22.3321,0.210437
1952,"86",21.524,24.1788,0.226568
1952,"87",22.7826,26.9276,0.245278
1952,"88",25.5457,28.1933,0.266329
1952,"89",28.0816,31.6574,0.295094
1952,"90",29.9478,34.3541,0.316583
1952,"100",63.5317,66.291,0.641525
1952,"101",21.714,47.0219,0.272047
1952,"102",26.895,45.3858,0.299365
1952,"103",70.4846,0,0.602864
1952,"104",88.7574,0,0.805369
1952,"105",272.7273,NA,2.727273
1952,"106",0,NA,0
1952,"107",405.4054,NA,4.054054
1952,"108",NA,NA,NA
1952,"109",NA,NA,NA
1952,"110+",NA,NA,NA
1953,"0",5.6042,6.4763,0.060512
1953,"1",0.8054,0.8015,0.008034
1953,"2",0.2911,0.316,0.003039
1953,"3",0.1706,0.1857,0.001783
1953,"4",0.1312,0.1484,0.0014
1953,"5",0.0985,0.1179,0.001084
1953,"6",0.0889,0.1008,0.00095
1953,"7",0.0796,0.0926,0.000863
1953,"8",0.06,0.0785,0.000695
1953,"9",0.0569,0.0785,0.00068
1953,"10",0.0526,0.0765,0.000648
1953,"11",0.0494,0.0668,0.000582
1953,"12",0.0539,0.07,0.00062
1953,"13",0.0516,0.0781,0.00065
1953,"14",0.058,0.0908,0.000746
1953,"15",0.0646,0.0938,0.000794
1953,"16",0.0675,0.1052,0.000865
1953,"17",0.076,0.112,0.00094
1953,"18",0.073,0.125,0.00099
1953,"19",0.0839,0.1344,0.001091
1953,"20",0.0878,0.1495,0.001186
1953,"21",0.0883,0.1428,0.001154
1953,"22",0.1003,0.1567,0.001284
1953,"23",0.1025,0.1581,0.001303
1953,"24",0.1044,0.1508,0.001275
1953,"25",0.1145,0.1599,0.001369
1953,"26",0.1127,0.1605,0.001362
1953,"27",0.1191,0.1678,0.001429
1953,"28",0.1349,0.1741,0.00154
1953,"29",0.1329,0.182,0.001567
1953,"30",0.1314,0.1718,0.001507
1953,"31",0.1417,0.1962,0.001676
1953,"32",0.1483,0.1909,0.001686
1953,"33",0.166,0.2064,0.001853
1953,"34",0.1727,0.2212,0.001958
1953,"35",0.1643,0.2146,0.001883
1953,"36",0.1849,0.2179,0.002007
1953,"37",0.1955,0.2444,0.00219
1953,"38",0.2069,0.2704,0.002375
1953,"39",0.2202,0.2764,0.002473
1953,"40",0.2351,0.3004,0.002668
1953,"41",0.2537,0.3404,0.002959
1953,"42",0.2551,0.3938,0.003229
1953,"43",0.2905,0.4176,0.003526
1953,"44",0.2897,0.4617,0.003737
1953,"45",0.3481,0.5156,0.004298
1953,"46",0.3286,0.5712,0.004468
1953,"47",0.3876,0.6247,0.00503
1953,"48",0.4229,0.7057,0.005602
1953,"49",0.4583,0.7311,0.005903
1953,"50",0.513,0.8788,0.006896
1953,"51",0.5618,0.905,0.007272
1953,"52",0.5648,0.967,0.007571
1953,"53",0.6619,1.0745,0.008568
1953,"54",0.7046,1.1721,0.009224
1953,"55",0.7447,1.2696,0.009853
1953,"56",0.8341,1.3999,0.010884
1953,"57",0.9081,1.4787,0.011597
1953,"58",1.0154,1.6647,0.013006
1953,"59",1.0661,1.7879,0.013864
1953,"60",1.2261,1.9668,0.015573
1953,"61",1.3381,2.1074,0.016825
1953,"62",1.5142,2.2515,0.018412
1953,"63",1.7153,2.4983,0.020611
1953,"64",1.9179,2.6138,0.02225
1953,"65",2.1819,2.8613,0.024818
1953,"66",2.3427,3.2178,0.027304
1953,"67",2.6291,3.5129,0.030207
1953,"68",3.0306,3.8535,0.03397
1953,"69",3.4283,4.1914,0.037706
1953,"70",3.8545,4.6317,0.042053
1953,"71",4.4389,5.3499,0.048524
1953,"72",4.6283,5.51,0.050278
1953,"73",5.6216,6.6372,0.060837
1953,"74",6.2777,7.2197,0.067101
1953,"75",6.9776,7.9845,0.074397
1953,"76",7.8961,9.1559,0.084726
1953,"77",8.8431,10.2535,0.09483
1953,"78",9.2552,10.3673,0.097562
1953,"79",10.5544,12.1966,0.112917
1953,"80",11.8174,13.4695,0.125586
1953,"81",13.0833,15.0051,0.139416
1953,"82",14.3596,16.5826,0.153401
1953,"83",16.3713,19.2427,0.176192
1953,"84",17.6664,19.906,0.186327
1953,"85",19.4167,22.8267,0.208801
1953,"86",21.2296,24.1128,0.224526
1953,"87",23.6676,25.7103,0.245249
1953,"88",24.6618,28.3974,0.262068
1953,"89",27.0604,31.2292,0.28737
1953,"90",29.3506,33.4826,0.309591
1953,"100",60.5772,38.4545,0.549089
1953,"101",67.1028,83.004,0.706098
1953,"102",26.2812,61.4125,0.324734
1953,"103",69.6217,80.429,0.712166
1953,"104",0,211.2676,0.289995
1953,"105",101.3514,NA,1.013514
1953,"106",NA,NA,NA
1953,"107",NA,NA,NA
1953,"108",NA,NA,NA
1953,"109",NA,NA,NA
1953,"110+",NA,NA,NA
1954,"0",5.136,6.1149,0.056369
1954,"1",0.6505,0.6435,0.006469
1954,"2",0.2444,0.2527,0.002487
1954,"3",0.1552,0.174,0.001648
1954,"4",0.1153,0.1281,0.001218
1954,"5",0.0875,0.0964,0.000921
1954,"6",0.0726,0.089,0.00081
1954,"7",0.0628,0.0801,0.000716
1954,"8",0.0547,0.0736,0.000644
1954,"9",0.0487,0.0697,0.000594
1954,"10",0.0519,0.0676,0.000599
1954,"11",0.0459,0.0701,0.000582
1954,"12",0.048,0.0674,0.000578
1954,"13",0.049,0.0769,0.000631
1954,"14",0.0552,0.0882,0.000719
1954,"15",0.0592,0.1029,0.000813
1954,"16",0.0628,0.1064,0.000847
1954,"17",0.0601,0.1204,0.000902
1954,"18",0.0708,0.1163,0.000935
1954,"19",0.0727,0.1416,0.00107
1954,"20",0.082,0.1532,0.001175
1954,"21",0.0833,0.1476,0.001153
1954,"22",0.0886,0.1542,0.001211
1954,"23",0.0945,0.1374,0.001158
1954,"24",0.0975,0.1725,0.001349
1954,"25",0.1035,0.157,0.0013
1954,"26",0.1146,0.1712,0.001425
1954,"27",0.113,0.1668,0.001394
1954,"28",0.1184,0.1786,0.001478
1954,"29",0.1192,0.1859,0.001517
1954,"30",0.13,0.1933,0.001607
1954,"31",0.1266,0.1839,0.00154
1954,"32",0.1316,0.1818,0.001554
1954,"33",0.1409,0.2088,0.001732
1954,"34",0.1546,0.2208,0.001862
1954,"35",0.1587,0.2103,0.001833
1954,"36",0.178,0.2211,0.001985
1954,"37",0.1825,0.2282,0.002044
1954,"38",0.2001,0.2615,0.002295
1954,"39",0.2097,0.2703,0.002388
1954,"40",0.2209,0.3138,0.002657
1954,"41",0.2255,0.3116,0.002672
1954,"42",0.2588,0.3771,0.003164
1954,"43",0.2599,0.3878,0.003223
1954,"44",0.2919,0.4111,0.003501
1954,"45",0.309,0.4896,0.003971
1954,"46",0.3337,0.5327,0.004307
1954,"47",0.3508,0.5904,0.004674
1954,"48",0.4015,0.5984,0.004973
1954,"49",0.4324,0.6928,0.005587
1954,"50",0.4534,0.7987,0.006202
1954,"51",0.5139,0.8642,0.006828
1954,"52",0.5498,0.953,0.007438
1954,"53",0.5873,1.0331,0.008001
1954,"54",0.6163,1.1293,0.008583
1954,"55",0.707,1.2923,0.009791
1954,"56",0.7913,1.3598,0.010513
1954,"57",0.8234,1.4243,0.010929
1954,"58",0.9145,1.5463,0.011924
1954,"59",0.9726,1.6708,0.012783
1954,"60",1.1471,1.8116,0.014409
1954,"61",1.2575,1.9745,0.01577
1954,"62",1.3913,2.1984,0.017513
1954,"63",1.5392,2.3375,0.018919
1954,"64",1.7357,2.5128,0.020776
1954,"65",1.9104,2.7346,0.022727
1954,"66",2.0895,2.9897,0.024852
1954,"67",2.4315,3.2574,0.027956
1954,"68",2.6607,3.4769,0.030206
1954,"69",3.0581,3.8829,0.034236
1954,"70",3.4592,4.3494,0.038563
1954,"71",3.805,4.6005,0.041618
1954,"72",4.4247,5.3483,0.04841
1954,"73",4.6185,5.5733,0.050482
1954,"74",5.4259,6.631,0.059705
1954,"75",6.1962,7.213,0.066594
1954,"76",7.0378,7.8896,0.074258
1954,"77",7.5179,8.8296,0.081128
1954,"78",8.5999,10.1525,0.092975
1954,"79",8.9533,10.2431,0.095287
1954,"80",10.5134,12.4005,0.113491
1954,"81",11.8201,13.5626,0.125926
1954,"82",12.7981,14.7156,0.136436
1954,"83",14.3385,16.3905,0.152301
1954,"84",16.0394,18.7162,0.171835
1954,"85",16.9238,20.4433,0.184128
1954,"86",18.9927,21.3932,0.200017
1954,"87",20.2328,23.8317,0.217311
1954,"88",22.4467,26.248,0.240076
1954,"89",23.9838,27.631,0.254543
1954,"90",27.5355,29.3495,0.282475
1954,"100",62.197,44.3787,0.574642
1954,"101",69.0156,34.0619,0.585639
1954,"102",52.8634,19.9468,0.453755
1954,"103",52.5486,49.6689,0.520457
1954,"104",75.0313,410.9589,0.943026
1954,"105",57.2519,NA,0.572519
1954,"106",0,NA,0
1954,"107",NA,NA,NA
1954,"108",NA,NA,NA
1954,"109",NA,NA,NA
1954,"110+",NA,NA,NA
1955,"0",4.8188,5.6842,0.052613
1955,"1",0.5603,0.5585,0.005594
1955,"2",0.2228,0.2506,0.00237
1955,"3",0.1432,0.1624,0.00153
1955,"4",0.1122,0.1292,0.001209
1955,"5",0.0936,0.1011,0.000975
1955,"6",0.0761,0.0901,0.000833
1955,"7",0.0642,0.0811,0.000729
1955,"8",0.0511,0.0731,0.000623
1955,"9",0.0449,0.0656,0.000554
1955,"10",0.0463,0.0614,0.00054
1955,"11",0.0461,0.0638,0.000551
1955,"12",0.0442,0.0752,0.000599
1955,"13",0.0512,0.0774,0.000644
1955,"14",0.0529,0.0893,0.000712
1955,"15",0.0515,0.0941,0.00073
1955,"16",0.0524,0.1167,0.000849
1955,"17",0.062,0.1227,0.000924
1955,"18",0.064,0.1386,0.001011
1955,"19",0.0752,0.1511,0.001129
1955,"20",0.0753,0.1464,0.001106
1955,"21",0.0823,0.1533,0.001176
1955,"22",0.0859,0.146,0.001157
1955,"23",0.0889,0.1564,0.001222
1955,"24",0.0975,0.165,0.001309
1955,"25",0.1017,0.1563,0.001289
1955,"26",0.1034,0.1698,0.001363
1955,"27",0.1008,0.1748,0.001372
1955,"28",0.1109,0.1685,0.001391
1955,"29",0.1232,0.1803,0.001511
1955,"30",0.1327,0.2055,0.001681
1955,"31",0.1275,0.1937,0.001595
1955,"32",0.1383,0.1929,0.001644
1955,"33",0.1357,0.2037,0.00168
1955,"34",0.1651,0.2223,0.001923
1955,"35",0.1679,0.2304,0.001977
1955,"36",0.1695,0.2259,0.001963
1955,"37",0.1822,0.2366,0.002081
1955,"38",0.1876,0.2371,0.002113
1955,"39",0.1888,0.2713,0.002284
1955,"40",0.2257,0.312,0.002672
1955,"41",0.2167,0.3152,0.002642
1955,"42",0.2412,0.3428,0.002904
1955,"43",0.2665,0.393,0.003281
1955,"44",0.2749,0.4149,0.003432
1955,"45",0.2803,0.463,0.003695
1955,"46",0.3174,0.533,0.004225
1955,"47",0.3439,0.5912,0.004644
1955,"48",0.374,0.6405,0.005037
1955,"49",0.4093,0.7248,0.005626
1955,"50",0.457,0.7681,0.006078
1955,"51",0.4989,0.8826,0.006841
1955,"52",0.569,0.9437,0.007494
1955,"53",0.5562,1.0338,0.007856
1955,"54",0.6126,1.1276,0.008579
1955,"55",0.6492,1.2166,0.009164
1955,"56",0.7367,1.3369,0.010152
1955,"57",0.8373,1.4757,0.011286
1955,"58",0.8971,1.5648,0.011958
1955,"59",0.9744,1.6386,0.012658
1955,"60",1.1083,1.9381,0.014706
1955,"61",1.2252,2.017,0.01574
1955,"62",1.3858,2.2009,0.017476
1955,"63",1.5369,2.3545,0.019002
1955,"64",1.6401,2.5379,0.020352
1955,"65",1.8959,2.7567,0.022731
1955,"66",2.1419,2.9719,0.025054
1955,"67",2.4067,3.2197,0.027627
1955,"68",2.6039,3.5841,0.030344
1955,"69",2.8613,3.8465,0.032941
1955,"70",3.3912,4.3242,0.038029
1955,"71",3.8222,4.7716,0.042438
1955,"72",4.0982,5.1237,0.045558
1955,"73",4.9026,5.8793,0.053406
1955,"74",5.2198,6.2706,0.0569
1955,"75",6.0368,7.135,0.065303
1955,"76",6.8141,8.2094,0.07446
1955,"77",7.4972,8.841,0.081052
1955,"78",8.8013,9.9203,0.093048
1955,"79",9.4233,11.683,0.1043
1955,"80",10.4449,11.9508,0.111103
1955,"81",11.6466,13.211,0.123331
1955,"82",12.8297,14.7991,0.136941
1955,"83",13.9948,16.1164,0.149198
1955,"84",15.1886,17.6912,0.16261
1955,"85",17.0959,19.9864,0.183112
1955,"86",18.9269,21.1688,0.19861
1955,"87",20.0933,22.1505,0.209458
1955,"88",22.2501,24.576,0.232025
1955,"89",24.0014,28.2438,0.257069
1955,"90",27.3346,29.3216,0.2812
1955,"100",62.2418,102.8571,0.718796
1955,"101",28.7425,80,0.422907
1955,"102",69.4737,83.7209,0.73913
1955,"103",66.6667,0,0.538462
1955,"104",21.4286,85.7143,0.342857
1955,"105",138.4615,NA,1.384615
1955,"106",0,NA,0
1955,"107",0,NA,0
1955,"108",NA,NA,NA
1955,"109",NA,NA,NA
1955,"110+",NA,NA,NA
1956,"0",4.6279,5.4611,0.050542
1956,"1",0.5165,0.5234,0.0052
1956,"2",0.1973,0.2452,0.002218
1956,"3",0.1324,0.1503,0.001415
1956,"4",0.1013,0.1166,0.001091
1956,"5",0.0787,0.0949,0.00087
1956,"6",0.0719,0.0877,8e-04
1956,"7",0.0687,0.0791,0.000741
1956,"8",0.0521,0.0714,0.00062
1956,"9",0.0507,0.0663,0.000587
1956,"10",0.0493,0.0619,0.000558
1956,"11",0.047,0.0568,0.00052
1956,"12",0.0465,0.0698,0.000583
1956,"13",0.0444,0.0721,0.000584
1956,"14",0.0489,0.0859,0.000676
1956,"15",0.0551,0.0981,0.000767
1956,"16",0.0501,0.1067,0.000786
1956,"17",0.0566,0.1199,0.000885
1956,"18",0.0619,0.135,0.000984
1956,"19",0.0597,0.1346,0.000968
1956,"20",0.0652,0.1559,0.0011
1956,"21",0.0779,0.1415,0.001094
1956,"22",0.0741,0.1422,0.001078
1956,"23",0.0805,0.148,0.001138
1956,"24",0.0953,0.1474,0.00121
1956,"25",0.0896,0.1643,0.001265
1956,"26",0.0927,0.1554,0.001237
1956,"27",0.1018,0.1612,0.001311
1956,"28",0.1082,0.1762,0.001416
1956,"29",0.1062,0.15,0.001276
1956,"30",0.1125,0.1815,0.001461
1956,"31",0.1235,0.1766,0.001493
1956,"32",0.1411,0.1941,0.001667
1956,"33",0.1305,0.2094,0.001682
1956,"34",0.1399,0.2087,0.001725
1956,"35",0.1646,0.2249,0.001933
1956,"36",0.1684,0.2299,0.001978
1956,"37",0.1732,0.2333,0.002018
1956,"38",0.1727,0.2542,0.002115
1956,"39",0.1879,0.2753,0.002298
1956,"40",0.2114,0.3025,0.002551
1956,"41",0.2148,0.3448,0.002773
1956,"42",0.2383,0.3694,0.003015
1956,"43",0.2513,0.4003,0.003235
1956,"44",0.27,0.4385,0.00352
1956,"45",0.3141,0.4813,0.003957
1956,"46",0.3373,0.5489,0.004405
1956,"47",0.3677,0.5988,0.004804
1956,"48",0.3985,0.6865,0.005387
1956,"49",0.4472,0.7348,0.005871
1956,"50",0.4736,0.8204,0.006419
1956,"51",0.5152,0.9206,0.007114
1956,"52",0.555,1.017,0.007777
1956,"53",0.6136,1.1064,0.008504
1956,"54",0.6746,1.2584,0.009543
1956,"55",0.7407,1.3499,0.010303
1956,"56",0.8017,1.442,0.011025
1956,"57",0.8673,1.5596,0.011877
1956,"58",0.9624,1.777,0.01333
1956,"59",1.0934,1.9066,0.014561
1956,"60",1.1891,2.0118,0.015489
1956,"61",1.2817,2.2433,0.016999
1956,"62",1.5007,2.4325,0.019094
1956,"63",1.6909,2.6925,0.021336
1956,"64",1.7969,2.8528,0.022639
1956,"65",1.9856,3.1177,0.024815
1956,"66",2.2902,3.311,0.027357
1956,"67",2.5192,3.6741,0.030228
1956,"68",2.8914,4.1052,0.034201
